loopIteration,time,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],erpm[0],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,heading[0],heading[1],heading[2]
3921,23970496,0,0,0,10000,0,0,7,-11,10,1,0,-1,1,-75,-2016,-1,75,-2016,158,158,158,158,0,0,0,0,0,0,-3.084238172,0.028488203,0.187471151
3922,23970744,0,0,0,10000,0,0,7,-11,11,1,0,-1,1,-75,-2017,-1,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.084242809,0.028490164,0.187523183
3923,23970991,0,0,0,10000,0,0,7,-11,11,1,0,0,0,-75,-2017,0,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.084247556,0.028492744,0.187575014
3924,23971239,0,0,0,10000,0,0,7,-10,11,1,0,0,0,-74,-2017,0,74,-2017,158,158,158,158,0,0,0,0,0,0,-3.084253008,0.028491209,0.187627417
3925,23971487,0,0,0,10000,0,0,7,-10,11,1,0,0,-2,-75,-2019,2,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.084257722,0.028491276,0.18767965
3926,23971734,0,0,0,10000,0,0,7,-10,11,1,0,0,-3,-75,-2019,3,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.084262545,0.028491983,0.187731679
3927,23971982,0,0,0,10000,0,0,7,-11,12,1,0,0,-4,-75,-2019,4,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.08426736,0.028498259,0.187787943
3928,23972230,0,0,0,10000,0,0,7,-11,12,1,0,1,-4,-76,-2018,4,76,-2018,158,158,158,158,0,0,0,0,0,0,-3.084271296,0.028504546,0.187844055
3929,23972477,0,0,0,10000,0,0,7,-11,11,1,0,0,-3,-76,-2019,3,76,-2019,158,158,158,158,0,0,0,0,0,0,-3.084275267,0.028509525,0.187895696
3930,23972725,0,0,0,10000,0,0,7,-11,11,1,0,0,-3,-75,-2019,3,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.084279937,0.028514699,0.187947664
3931,23972973,0,0,0,10000,0,0,7,-11,11,1,0,0,-3,-74,-2019,3,74,-2019,158,158,158,158,0,0,0,0,0,0,-3.084285424,0.028519866,0.187999777
3932,23973220,0,0,0,10000,0,0,7,-11,10,1,0,0,-3,-73,-2019,3,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.08429172,0.028524577,0.188047548
3933,23973468,0,0,0,10000,0,0,8,-11,10,0,0,-1,-3,-74,-2020,3,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.08429279,0.028529456,0.188095349
3934,23973716,0,0,0,10000,0,0,8,-11,10,0,0,-1,-3,-75,-2020,3,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084293035,0.028534326,0.188143009
3935,23973963,0,0,0,10000,0,0,8,-11,10,0,0,-1,-2,-76,-2021,2,76,-2021,158,158,158,158,0,0,0,0,0,0,-3.084292639,0.028538137,0.188190395
3936,23974211,0,0,0,10000,0,0,9,-11,10,0,0,-1,-1,-77,-2022,1,77,-2022,158,158,158,158,0,0,0,0,0,0,-3.08428701,0.028541294,0.188237835
3937,23974459,0,0,0,10000,0,0,8,-11,11,0,0,-1,-1,-78,-2022,1,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.084285013,0.028544693,0.188289457
3938,23974706,0,0,0,10000,0,0,8,-11,11,0,0,0,0,-79,-2022,0,79,-2022,158,158,158,158,0,0,0,0,0,0,-3.084282329,0.028547059,0.18834078
3939,23974954,0,0,0,10000,0,0,8,-11,11,0,0,0,0,-78,-2022,0,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.084280339,0.028549624,0.188392431
3940,23975202,0,0,0,10000,0,0,8,-11,10,0,0,0,0,-78,-2021,0,78,-2021,158,158,158,158,0,0,0,0,0,0,-3.084278182,0.028551961,0.188439752
3941,23975449,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-75,-2021,0,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.084278634,0.028554098,0.188487345
3942,23975697,0,0,0,10000,0,0,7,-11,11,0,0,-1,-1,-73,-2020,1,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.084284995,0.02855753,0.188539682
3943,23975945,0,0,0,10000,0,0,7,-11,11,1,0,0,-1,-72,-2020,1,72,-2020,158,158,158,158,0,0,0,0,0,0,-3.084292168,0.028560957,0.188592165
3944,23976192,0,0,0,10000,0,0,8,-11,11,1,0,0,-2,-71,-2019,2,71,-2019,158,158,158,158,0,0,0,0,0,0,-3.084295919,0.028565026,0.18864458
3945,23976440,0,0,0,10000,0,0,8,-11,10,0,0,0,-3,-72,-2019,3,72,-2019,158,158,158,158,0,0,0,0,0,0,-3.084298583,0.028569865,0.188692688
3946,23976687,0,0,0,10000,0,0,8,-11,10,0,0,-1,-3,-73,-2019,3,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.084300554,0.028574493,0.188740489
3947,23976935,0,0,0,10000,0,0,8,-11,10,0,0,-1,-3,-75,-2019,3,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.08430074,0.028579312,0.188788166
3948,23977183,0,0,0,10000,0,0,9,-11,11,0,0,0,-2,-75,-2020,2,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084296775,0.028583524,0.188840202
3949,23977430,0,0,0,10000,0,0,9,-11,11,0,0,0,-1,-75,-2020,1,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084292969,0.028586702,0.188892084
3950,23977678,0,0,0,10000,0,0,9,-11,10,0,0,0,0,-75,-2020,0,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084288893,0.028589005,0.18893985
3951,23977926,0,0,0,10000,0,0,9,-11,11,0,0,0,0,-75,-2020,0,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084284949,0.028591553,0.188991942
3952,23978173,0,0,0,10000,0,0,9,-10,10,0,0,0,0,-75,-2019,0,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.084280999,0.028589374,0.189039788
3953,23978421,0,0,0,10000,0,0,9,-10,10,0,0,-1,0,-75,-2018,0,75,-2018,158,158,158,158,0,0,0,0,0,0,-3.084276856,0.028587407,0.189087793
3954,23978669,0,0,0,10000,0,0,9,-10,10,0,0,-1,0,-74,-2018,0,74,-2018,158,158,158,158,0,0,0,0,0,0,-3.084273543,0.028585445,0.189135945
3955,23978916,0,0,0,10000,0,0,8,-10,10,0,0,-1,0,-74,-2018,0,74,-2018,158,158,158,158,0,0,0,0,0,0,-3.084274692,0.028583301,0.189183935
3956,23979164,0,0,0,10000,0,0,8,-10,11,0,0,0,0,-74,-2019,0,74,-2019,158,158,158,158,0,0,0,0,0,0,-3.084275875,0.02858157,0.189236423
3957,23979412,0,0,0,10000,0,0,8,-10,11,0,0,0,-2,-74,-2020,2,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.084277103,0.028581466,0.189288874
3958,23979659,0,0,0,10000,0,0,8,-10,11,0,0,0,-4,-74,-2021,4,74,-2021,158,158,158,158,0,0,0,0,0,0,-3.084278511,0.028582802,0.189341108
3959,23979907,0,0,0,10000,0,0,8,-10,11,0,0,0,-4,-74,-2022,4,74,-2022,158,158,158,158,0,0,0,0,0,0,-3.084279829,0.028584298,0.189393535
3960,23980155,0,0,0,10000,0,0,8,-10,10,0,0,0,-4,-73,-2022,4,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084281845,0.028585544,0.189441785
3961,23980402,0,0,0,10000,0,0,8,-10,11,0,0,0,-4,-73,-2021,4,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084284067,0.028586875,0.189494169
3962,23980650,0,0,0,10000,0,0,8,-11,11,0,0,0,-5,-73,-2021,5,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084286145,0.028593527,0.189546465
3963,23980898,0,0,0,10000,0,0,8,-11,11,0,0,0,-5,-73,-2022,5,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084288268,0.028600145,0.189598771
3964,23981145,0,0,0,10000,0,0,8,-11,11,0,0,0,-5,-73,-2022,5,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.08429052,0.028606549,0.189650899
3965,23981393,0,0,0,10000,0,0,8,-11,11,0,0,0,-4,-74,-2024,4,74,-2024,158,158,158,158,0,0,0,0,0,0,-3.084291907,0.028612272,0.189703106
3966,23981640,0,0,0,10000,0,0,8,-11,11,0,0,0,-3,-75,-2024,3,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.084292601,0.028616958,0.189755012
3967,23981888,0,0,0,10000,1,0,8,-11,12,0,0,0,-1,-75,-2024,1,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.084293284,0.028620438,0.189811471
3968,23982136,0,0,0,10000,1,0,8,-10,11,0,0,1,0,-75,-2025,0,75,-2025,158,158,158,158,0,0,0,0,0,0,-3.084293896,0.028618503,0.189863889
3969,23982383,0,0,0,10000,1,0,8,-10,11,0,0,0,0,-76,-2025,0,76,-2025,158,158,158,158,0,0,0,0,0,0,-3.084293818,0.028616385,0.189915982
3970,23982631,0,0,0,10000,1,0,8,-10,11,0,0,0,0,-75,-2024,0,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.084294382,0.02861448,0.189968395
3971,23982879,0,0,0,10000,1,0,8,-10,11,0,0,0,0,-75,-2022,0,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.08429485,0.028612627,0.190020792
3972,23983127,0,0,0,10000,1,0,8,-10,11,0,0,0,-1,-75,-2022,1,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.084295317,0.0286116,0.190073167
3973,23983374,0,0,0,10000,1,0,9,-11,10,0,0,0,-1,-75,-2021,1,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.084291436,0.028614465,0.190120801
3974,23983622,0,0,0,10000,1,0,9,-10,10,0,0,-1,-2,-75,-2021,2,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.084287416,0.028614036,0.190168827
3975,23983870,0,0,0,10000,1,0,9,-11,10,0,0,-1,-2,-75,-2022,2,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.084283443,0.028617899,0.190216616
3976,23984117,0,0,0,10000,1,0,9,-11,10,0,0,-1,-3,-75,-2022,3,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.08427963,0.028622378,0.190264222
3977,23984365,0,0,0,10000,1,0,9,-11,10,-1,0,-1,-3,-75,-2022,3,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.08427567,0.028627052,0.190311995
3978,23984612,0,0,0,10000,1,0,9,-11,10,0,0,-1,-3,-75,-2021,3,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.084271822,0.02863154,0.190359598
3979,23984860,0,0,0,10000,1,0,9,-11,11,0,0,0,-3,-74,-2021,3,74,-2021,158,158,158,158,0,0,0,0,0,0,-3.084268776,0.028636472,0.190411836
3980,23985108,0,0,0,10000,1,0,9,-10,11,0,0,0,-3,-73,-2021,3,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084266565,0.028637082,0.190464471
3981,23985355,0,0,0,10000,1,0,9,-10,11,0,0,0,-3,-73,-2021,3,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084264509,0.028637508,0.190516927
3982,23985603,0,0,0,10000,1,0,8,-10,11,0,0,0,-2,-73,-2023,2,73,-2023,158,158,158,158,0,0,0,0,0,0,-3.084266721,0.028637246,0.190569607
3983,23985851,0,0,0,10000,1,0,8,-10,11,0,0,0,-2,-74,-2025,2,74,-2025,158,158,158,158,0,0,0,0,0,0,-3.0842682,0.028636936,0.190622162
3984,23986098,0,0,0,10000,1,0,8,-10,11,0,0,0,-1,-76,-2026,1,76,-2026,158,158,158,158,0,0,0,0,0,0,-3.084268211,0.028635591,0.190674277
3985,23986346,0,0,0,10000,1,0,8,-9,11,0,0,0,-1,-77,-2027,1,77,-2027,158,158,158,158,0,0,0,0,0,0,-3.084267318,0.028630095,0.190726688
3986,23986594,0,0,0,10000,1,0,9,-9,10,0,-1,0,0,-78,-2028,0,78,-2028,158,158,158,158,0,0,0,0,0,0,-3.084261205,0.028623512,0.190774665
3987,23986841,0,0,0,10000,1,0,9,-10,10,0,-1,-1,1,-78,-2027,-1,78,-2027,158,158,158,158,0,0,0,0,0,0,-3.0842552,0.028620271,0.190822247
3988,23987089,0,0,0,10000,1,0,9,-10,10,0,0,0,2,-77,-2027,-2,77,-2027,158,158,158,158,0,0,0,0,0,0,-3.084249876,0.028616396,0.190870166
3989,23987337,0,0,0,10000,1,0,9,-10,10,0,0,0,3,-77,-2027,-3,77,-2027,158,158,158,158,0,0,0,0,0,0,-3.08424456,0.028611705,0.190918112
3990,23987584,0,0,0,10000,1,0,8,-10,11,0,0,-1,7,-78,-2025,-7,78,-2025,158,158,158,158,0,0,0,0,0,0,-3.084242914,0.028603834,0.190970133
3991,23987832,0,0,0,10000,1,0,8,-10,11,0,0,0,13,-78,-2022,-13,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.084240994,0.028591288,0.191022451
3992,23988080,0,0,0,10000,1,0,8,-11,10,0,0,0,15,-77,-2020,-15,77,-2020,158,158,158,158,0,0,0,0,0,0,-3.084239675,0.02858123,0.191070377
3993,23988327,0,0,0,10000,1,0,8,-12,10,0,0,-1,15,-76,-2019,-15,76,-2019,158,158,158,158,0,0,0,0,0,0,-3.084239262,0.028575309,0.19111803
3994,23988575,0,0,0,10000,1,0,8,-12,10,0,1,-1,13,-73,-2019,-13,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.084241184,0.028571269,0.191166239
3995,23988822,0,0,0,10000,1,0,8,-13,10,0,1,-1,11,-73,-2019,-11,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.084243231,0.028572961,0.191213993
3996,23989070,0,0,0,10000,1,0,8,-13,10,0,2,-1,9,-73,-2019,-9,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.08424514,0.028576535,0.191261864
3997,23989318,0,0,0,10000,1,0,7,-13,11,0,2,-1,7,-75,-2017,-7,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.084249749,0.028582043,0.1913137
3998,23989565,0,0,0,10000,1,0,7,-14,11,1,2,0,7,-78,-2014,-7,78,-2014,158,158,158,158,0,0,0,0,0,0,-3.084251849,0.028591667,0.191364648
3999,23989813,0,0,0,10000,1,0,7,-14,11,1,2,0,7,-78,-2012,-7,78,-2012,158,158,158,158,0,0,0,0,0,0,-3.084253734,0.028601577,0.191415757
4000,23990061,0,0,0,10000,1,0,8,-14,11,1,2,0,7,-76,-2012,-7,76,-2012,158,158,158,158,0,0,0,0,0,0,-3.084252943,0.028611473,0.191467162
4001,23990308,0,0,0,10000,1,0,8,-15,12,0,3,0,7,-74,-2013,-7,74,-2013,158,158,158,158,0,0,0,0,0,0,-3.084254098,0.02862562,0.191522754
4002,23990556,0,0,0,10000,1,0,8,-15,11,0,3,1,7,-71,-2015,-7,71,-2015,158,158,158,158,0,0,0,0,0,0,-3.084257559,0.028639726,0.191574677
4003,23990804,0,0,0,10000,1,0,8,-15,11,0,3,0,6,-70,-2016,-6,70,-2016,158,158,158,158,0,0,0,0,0,0,-3.084261886,0.02865461,0.191626735
4004,23991051,0,0,0,10000,1,0,8,-16,11,0,3,0,5,-72,-2016,-5,72,-2016,158,158,158,158,0,0,0,0,0,0,-3.084264687,0.028674315,0.191678055
4005,23991299,0,0,0,10000,1,0,8,-16,12,0,4,0,4,-75,-2017,-4,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.084265051,0.02869532,0.191733423
4006,23991547,0,0,0,10000,1,0,9,-16,12,0,4,1,3,-77,-2017,-3,77,-2017,158,158,158,158,0,0,0,0,0,0,-3.084259448,0.028717112,0.19178848
4007,23991794,0,0,0,10000,1,0,9,-15,11,0,4,1,1,-79,-2017,-1,79,-2017,158,158,158,158,0,0,0,0,0,0,-3.084252243,0.028735679,0.191838948
4008,23992042,0,0,0,10000,1,0,8,-15,11,0,3,0,-1,-78,-2018,1,78,-2018,158,158,158,158,0,0,0,0,0,0,-3.08425009,0.028756114,0.191889705
4009,23992290,0,0,0,10000,1,0,8,-15,10,0,3,0,-1,-76,-2018,1,76,-2018,158,158,158,158,0,0,0,0,0,0,-3.084249465,0.028776269,0.191936437
4010,23992537,0,0,0,10000,1,0,8,-15,10,0,3,-1,-1,-73,-2018,1,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.084251446,0.028796125,0.191983453
4011,23992785,0,0,0,10000,1,0,8,-15,10,0,3,-1,0,-70,-2018,0,70,-2018,158,158,158,158,0,0,0,0,0,0,-3.08425576,0.028815398,0.192031096
4012,23993033,0,0,0,10000,1,0,8,-15,10,0,3,-1,-1,-70,-2017,1,70,-2017,158,158,158,158,0,0,0,0,0,0,-3.084260021,0.028835486,0.192078709
4013,23993280,0,0,0,10000,1,0,8,-14,10,0,3,-1,-2,-71,-2017,2,71,-2017,158,158,158,158,0,0,0,0,0,0,-3.084263594,0.028851796,0.192126242
4014,23993528,0,0,0,10000,1,0,8,-14,10,0,2,-1,-4,-73,-2016,4,73,-2016,158,158,158,158,0,0,0,0,0,0,-3.084265332,0.028870001,0.192173587
4015,23993776,0,0,0,10000,1,0,8,-14,10,0,2,-1,-5,-75,-2017,5,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.084265469,0.028888974,0.192220626
4016,23994023,0,0,0,10000,1,0,8,-14,10,0,2,-1,-5,-75,-2018,5,75,-2018,158,158,158,158,0,0,0,0,0,0,-3.084265789,0.028907637,0.192267517
4017,23994271,0,0,0,10000,1,0,7,-14,10,0,2,-1,-4,-75,-2019,4,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.084270342,0.028925675,0.192314603
4018,23994519,0,0,0,10000,1,0,8,-13,10,1,2,-1,-3,-75,-2020,3,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084270622,0.028938521,0.192361975
4019,23994766,0,0,0,10000,1,0,8,-13,10,0,2,-1,-3,-75,-2020,3,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084271037,0.02895111,0.192409188
4020,23995014,0,0,0,10000,1,0,8,-13,10,0,2,-1,-3,-76,-2019,3,76,-2019,158,158,158,158,0,0,0,0,0,0,-3.084270445,0.028963936,0.192456408
4021,23995261,0,0,0,10000,1,0,8,-13,10,0,2,-1,-3,-76,-2018,3,76,-2018,158,158,158,158,0,0,0,0,0,0,-3.084269943,0.028976529,0.192503462
4022,23995509,0,0,0,10000,1,0,8,-13,10,0,2,-1,-3,-75,-2017,3,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.084270084,0.028989362,0.192550817
4023,23995757,0,0,0,10000,1,0,8,-13,11,0,2,0,-3,-75,-2018,3,75,-2018,158,158,158,158,0,0,0,0,0,0,-3.084270397,0.029002397,0.192602508
4024,23996005,0,0,0,10000,1,0,8,-12,11,0,1,0,-4,-74,-2018,4,74,-2018,158,158,158,158,0,0,0,0,0,0,-3.084271541,0.029011922,0.192654574
4025,23996252,0,0,0,10000,1,0,8,-12,11,0,1,0,-4,-72,-2020,4,72,-2020,158,158,158,158,0,0,0,0,0,0,-3.084274559,0.029021167,0.192706774
4026,23996500,0,0,0,10000,1,0,8,-12,11,0,1,0,-5,-71,-2022,5,71,-2022,158,158,158,158,0,0,0,0,0,0,-3.084278356,0.029031393,0.192759299
4027,23996748,0,0,0,10000,1,0,8,-12,11,0,1,0,-5,-71,-2022,5,71,-2022,158,158,158,158,0,0,0,0,0,0,-3.084282147,0.029041602,0.192811825
4028,23996995,0,0,0,10000,1,0,8,-12,11,0,1,0,-4,-72,-2021,4,72,-2021,158,158,158,158,0,0,0,0,0,0,-3.084285196,0.029050773,0.192864041
4029,23997243,0,0,0,10000,1,0,8,-11,11,0,1,0,-4,-75,-2020,4,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084285595,0.029055854,0.192916235
4030,23997490,0,0,0,10000,1,0,8,-11,10,0,0,0,-3,-77,-2020,3,77,-2020,158,158,158,158,0,0,0,0,0,0,-3.084284356,0.029059651,0.192963673
4031,23997738,0,0,0,10000,1,0,8,-11,10,0,0,-1,-1,-77,-2020,1,77,-2020,158,158,158,158,0,0,0,0,0,0,-3.084282985,0.029061995,0.193011326
4032,23997986,0,0,0,10000,1,0,8,-11,10,0,0,-1,0,-75,-2021,0,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.08428331,0.02906349,0.19305931
4033,23998233,0,0,0,10000,1,0,8,-11,10,0,0,-1,0,-74,-2022,0,74,-2022,158,158,158,158,0,0,0,0,0,0,-3.084284639,0.029064759,0.193107289
4034,23998481,0,0,0,10000,1,0,9,-11,10,0,0,-1,0,-73,-2024,0,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.084282429,0.029066181,0.193155601
4035,23998729,0,0,0,10000,1,0,9,-12,10,0,1,-1,1,-72,-2025,-1,72,-2025,158,158,158,158,0,0,0,0,0,0,-3.084281085,0.029071068,0.193203849
4036,23998976,0,0,0,10000,1,0,9,-13,10,0,1,-1,1,-72,-2025,-1,72,-2025,158,158,158,158,0,0,0,0,0,0,-3.084279889,0.029080025,0.193251691
4037,23999224,0,0,0,10000,1,0,9,-13,11,0,2,-1,1,-73,-2024,-1,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.084277798,0.029089474,0.193303864
4038,23999472,0,0,0,10000,1,0,9,-13,11,0,2,0,1,-76,-2023,-1,76,-2023,158,158,158,158,0,0,0,0,0,0,-3.084273194,0.029098928,0.193355587
4039,23999719,0,0,0,10000,1,0,9,-14,11,0,2,0,2,-78,-2022,-2,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.084267048,0.029111622,0.193406608
4040,23999967,0,0,0,10000,1,0,9,-14,11,0,2,0,2,-79,-2021,-2,79,-2021,158,158,158,158,0,0,0,0,0,0,-3.08425989,0.029124574,0.193457654
4041,24000215,0,0,0,10000,1,0,9,-14,10,0,2,0,2,-78,-2022,-2,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.08425349,0.029137233,0.19350454
4042,24000462,0,0,0,10000,1,0,8,-13,10,0,2,-1,2,-77,-2022,-2,77,-2022,158,158,158,158,0,0,0,0,0,0,-3.084252387,0.029145323,0.193551663
4043,24000710,0,0,0,10000,1,0,8,-14,10,0,2,-1,3,-75,-2022,-3,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.084252791,0.029157129,0.193599023
4044,24000958,0,0,0,10000,1,0,7,-14,10,0,2,-1,4,-73,-2022,-4,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084259163,0.029168094,0.193646706
4045,24001205,0,0,0,10000,1,0,7,-14,10,1,2,-1,3,-73,-2022,-3,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084265642,0.02917961,0.193694206
4046,24001453,0,0,0,10000,1,0,7,-14,10,1,2,-1,3,-73,-2020,-3,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.084271898,0.02919141,0.19374185
4047,24001701,0,0,0,10000,1,0,7,-14,10,1,2,-1,2,-74,-2020,-2,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.084277321,0.029204011,0.193789323
4048,24001948,0,0,0,10000,1,0,7,-14,10,1,2,-1,0,-73,-2020,0,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.084283676,0.029217988,0.193836737
4049,24002196,0,0,0,10000,1,0,8,-15,10,0,2,-1,-2,-73,-2020,2,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.084285576,0.029238157,0.193884017
4050,24002443,0,0,0,10000,1,0,8,-14,10,0,3,-1,-3,-73,-2021,3,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084287662,0.029254524,0.193931373
4051,24002691,0,0,0,10000,1,0,8,-14,11,0,2,-1,-3,-72,-2023,3,72,-2023,158,158,158,158,0,0,0,0,0,0,-3.084290655,0.029271319,0.193983382
4052,24002939,0,0,0,10000,1,0,9,-14,10,0,2,0,-4,-72,-2023,4,72,-2023,158,158,158,158,0,0,0,0,0,0,-3.084289196,0.029288662,0.194031048
4053,24003186,0,0,0,10000,1,0,8,-14,11,0,2,-1,-4,-73,-2023,4,73,-2023,158,158,158,158,0,0,0,0,0,0,-3.084291499,0.029305968,0.194082713
4054,24003434,0,0,0,10000,1,0,8,-14,11,0,2,0,-4,-75,-2022,4,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.08429197,0.029323522,0.194134253
4055,24003682,0,0,0,10000,1,0,8,-14,11,0,2,0,-4,-75,-2021,4,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.084292394,0.02934107,0.194185786
4056,24003929,0,0,0,10000,1,0,8,-13,11,0,2,0,-4,-74,-2021,4,74,-2021,158,158,158,158,0,0,0,0,0,0,-3.084293782,0.029354039,0.194237541
4057,24004177,0,0,0,10000,1,0,8,-13,11,0,2,0,-3,-73,-2022,3,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084295905,0.029366377,0.194289659
4058,24004425,0,0,0,10000,1,0,8,-13,11,0,2,0,-4,-73,-2022,4,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084298025,0.029379518,0.194341756
4059,24004672,0,0,0,10000,1,0,8,-12,11,0,1,0,-4,-73,-2022,4,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084300284,0.029388104,0.194393923
4060,24004920,0,0,0,10000,1,0,8,-12,11,0,1,0,-4,-73,-2022,4,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.084302404,0.029396895,0.194446272
4061,24005168,0,0,0,10000,1,0,8,-12,11,0,1,0,-5,-73,-2021,5,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084304474,0.02940652,0.194498589
4062,24005415,0,0,0,10000,1,0,8,-12,11,0,1,0,-5,-75,-2020,5,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.084304981,0.029415931,0.194550422
4063,24005663,0,0,0,10000,1,0,8,-12,11,0,1,0,-6,-75,-2019,6,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.084305307,0.029426393,0.194602404
4064,24005911,0,0,0,10000,1,0,8,-11,11,0,1,0,-6,-74,-2019,6,74,-2019,158,158,158,158,0,0,0,0,0,0,-3.084306463,0.029432526,0.194654784
4065,24006158,0,0,0,10000,1,0,8,-12,11,0,1,0,-7,-73,-2019,7,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.084308567,0.029443568,0.194706864
4066,24006406,0,0,0,10000,1,0,8,-12,12,0,1,0,-7,-73,-2019,7,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.084310662,0.029455059,0.194763449
4067,24006653,0,0,0,10000,1,0,8,-12,11,0,1,1,-6,-72,-2020,6,72,-2020,158,158,158,158,0,0,0,0,0,0,-3.084313631,0.029465216,0.194815716
4068,24006901,0,0,0,10000,1,0,8,-12,11,0,1,0,-5,-73,-2020,5,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.084315638,0.029474751,0.194868041
4069,24007149,0,0,0,10000,1,0,9,-11,11,0,1,0,-5,-73,-2020,5,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.084313328,0.029479957,0.194920617
4070,24007396,0,0,0,10000,1,0,9,-11,11,0,0,0,-4,-73,-2021,4,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.084311221,0.029484103,0.194973049
4071,24007644,0,0,0,10000,1,0,8,-11,11,0,0,0,0,-74,-2021,0,74,-2021,158,158,158,158,0,0,0,0,0,0,-3.084312463,0.029485147,0.195025613
4072,24007892,0,0,0,10000,1,0,8,-11,10,0,0,0,0,-74,-2020,0,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.084313529,0.029485966,0.195073846
